cv_id,jd_id,jd_pool,n_cv,n_jd,n_cv_skills,n_cv_experience,n_cv_education,n_cv_mixed,n_jd_skills,n_jd_experience,n_jd_education,n_jd_mixed,skills_block,experience_block,education_block,edu_required,edu_fallback_used
cv_primary,hubspot_principal_software_engineer_customer_journey_c3fa8a,engineer_extra,35,18,7,23,3,2,5,4,0,9,0.2705,0.3441,0.3073,False,True
cv_primary,infor_consultant_senior_warehouse_management_systems_5a3616,engineer_extra,35,15,7,23,3,2,3,5,0,7,0.2677,0.3708,0.3193,False,True
cv_primary,lightning-ai-frontend-engineer,main,35,12,7,23,3,2,6,5,0,1,0.2615,0.3727,0.3171,False,True
cv_primary,maki_people_senior_psychometrician,main,35,33,7,23,3,2,19,3,1,10,0.4766,0.5626,0.4348,True,False
cv_primary,mantech_senior_model_based_system_engineer_ab246d,engineer_extra,35,16,7,23,3,2,2,8,2,4,0.3083,0.3204,0.2328,True,False
cv_primary,meta_data_analyst,main,35,19,7,23,3,2,1,10,1,7,0.4363,0.4202,0.389,True,False
cv_primary,meta_software_engineer_leadership_machine_learning_8bf9b1,engineer_extra,35,3,7,23,3,2,0,1,0,2,0.3966,0.4518,0.4242,False,True
cv_primary,morgan_stanley_systems_analyst_director_ac9c07,engineer_extra,35,33,7,23,3,2,14,9,1,9,0.3336,0.3668,0.3562,True,False
cv_primary,nvidia_senior_software_engineer_jax_269b9a,engineer_extra,35,18,7,23,3,2,8,7,1,2,0.3061,0.2843,0.4139,True,False
cv_primary,orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,engineer_extra,35,23,7,23,3,2,0,6,1,16,0.3357,0.3801,0.4287,True,False
cv_primary,postman_strategic_solutions_engineer_8b835a,engineer_extra,35,23,7,23,3,2,13,8,1,1,0.2504,0.3569,0.3373,True,False
cv_primary,revecore_senior_director_ai_systems_be600f,engineer_extra,35,15,7,23,3,2,2,6,0,7,0.4017,0.4311,0.4164,False,True
cv_primary,skillvue_people_scientist,main,35,12,7,23,3,2,7,3,1,1,0.361,0.3847,0.6675,True,False
cv_primary,smartsheet_senior_people_operations_generalist_c0b593,hr_extra,35,19,7,23,3,2,7,10,1,1,0.26,0.3425,0.4036,True,False
cv_primary,sorare-marketing-graphic-designer,main,35,12,7,23,3,2,5,3,0,4,0.2405,0.2948,0.2676,False,True
cv_primary,spectrum_one_people_operations_associate_bdd6be,hr_extra,35,23,7,23,3,2,7,13,0,3,0.3075,0.3281,0.3178,False,True
cv_primary,the_hartford_director_of_enterprise_architecture_genai_fa5710,engineer_extra,35,36,7,23,3,2,8,4,2,22,0.3693,0.3778,0.3074,True,False
cv_primary,the_hartford_senior_data_architect_ac30d9,engineer_extra,35,12,7,23,3,2,6,2,1,3,0.3754,0.3952,0.2358,True,False
cv_primary,the_world_bank_consultant_agent_evaluation,main,35,12,7,23,3,2,3,1,0,8,0.3597,0.4219,0.3908,False,True
cv_primary,tines_senior_software_engineer_full_stack_735b5d,engineer_extra,35,18,7,23,3,2,3,9,0,6,0.2719,0.3442,0.3081,False,True
cv_primary,unicef_people_culture_specialist,main,35,18,7,23,3,2,12,3,1,2,0.3662,0.3615,0.3749,True,False
cv_primary,utopia_Technical Architect,engineer_extra,35,21,7,23,3,2,7,3,2,9,0.2535,0.3378,0.2685,True,False
cv_primary,wizeline_senior_net_software_engineer_5423a8,engineer_extra,35,24,7,23,3,2,15,3,1,5,0.2448,0.3423,0.4005,True,False
cv_primary,zs_business_technology_solutions_associate_consultant_5a0be3,engineer_extra,35,2,7,23,3,2,0,0,0,2,0.3301,0.4196,0.3748,False,True
